timestamp,lux
28/11/16 13:29,23
2016-11-28 14:15:08.999191,275.2575088598985
2016-11-28 14:15:20.949866,273.4839789642177
2016-11-28 14:15:22.479250,273.4839789642177
2016-11-28 14:15:29.063550,275.2575088598985
2016-11-28 14:15:30.591065,273.4839789642177
2016-11-28 14:15:32.120518,273.4839789642177
2016-11-28 14:15:36.178103,275.2575088598985
2016-11-28 14:15:37.707326,273.4839789642177
2016-11-28 14:15:41.762188,277.0464266370905
2016-11-28 14:15:43.289694,275.2575088598985
2016-11-28 14:15:44.817355,273.4839789642177
2016-11-28 14:15:48.874759,269.98235809940513
2016-11-28 14:15:50.404209,271.7256550792023
2016-11-28 14:15:51.933703,271.7256550792023
2016-11-28 14:15:55.991677,275.2575088598985
2016-11-28 14:15:57.519318,275.2575088598985
2016-11-28 14:15:59.047186,277.0464266370905
2016-11-28 14:16:15.750757,277.0464266370905
2016-11-28 14:16:17.278514,277.0464266370905
2016-11-28 14:16:23.861617,273.4839789642177
2016-11-28 14:16:25.388243,273.4839789642177
2016-11-28 14:16:31.972799,271.7256550792023
2016-11-28 14:16:38.559336,263.1559510650502
2016-11-28 14:16:47.678743,263.1559510650502
2016-11-28 14:16:49.207966,263.1559510650502
2016-11-28 14:16:58.325705,273.4839789642177
2016-11-28 14:17:04.909491,275.2575088598985
2016-11-28 14:17:08.965525,273.4839789642177
2016-11-28 14:17:13.022392,273.4839789642177
2016-11-28 14:17:14.551843,271.7256550792023
2016-11-28 14:17:16.080978,275.2575088598985
2016-11-28 14:17:20.141917,273.4839789642177
2016-11-28 14:17:21.669473,278.85091698459854
2016-11-28 14:17:26.830146,273.4839789642177
2016-11-28 14:17:33.421547,273.4839789642177
2016-11-28 14:17:37.480525,277.0464266370905
2016-11-28 14:17:39.011027,277.0464266370905
2016-11-28 14:18:02.959507,273.4839789642177
2016-11-28 14:18:04.487095,277.0464266370905
2016-11-28 14:18:08.541928,nan
2016-11-28 14:18:12.598547,277.0464266370905
2016-11-28 14:18:14.126118,275.2575088598985
2016-11-28 14:18:18.182519,273.4839789642177
2016-11-28 14:18:19.710140,273.4839789642177
2016-11-28 14:18:21.238604,273.4839789642177
2016-11-28 14:18:22.767765,275.2575088598985
2016-11-28 14:18:26.827041,273.4839789642177
2016-11-28 14:18:28.354654,271.7256550792023
2016-11-28 14:18:32.410177,273.4839789642177
2016-11-28 14:18:36.466475,275.2575088598985
2016-11-28 14:18:40.523918,275.2575088598985
2016-11-28 14:18:44.579630,277.0464266370905
2016-11-28 14:18:48.634683,275.2575088598985
2016-11-28 14:18:52.689385,277.0464266370905
2016-11-28 14:18:54.216925,277.0464266370905
2016-11-28 14:19:01.445178,278.85091698459854
2016-11-28 14:19:03.789848,273.4839789642177
2016-11-28 14:19:05.317484,273.4839789642177
2016-11-28 14:19:09.373100,278.85091698459854
2016-11-28 14:19:27.202336,278.85091698459854
